name,gender,nom_category,year
Woody Allen,male,"Writing, Original Screenplay",1987
Woody Allen,male,"Writing, Original Screenplay",1986
Woody Allen,male,"Writing, Original Screenplay",1979
Woody Allen,male,"Writing, Original Screenplay",2014
Luis Buñuel,male,"Writing, Original Screenplay",1973
Billy Wilder,male,"Writing, Original Screenplay",1967
Billy Wilder,male,"Writing, Original Screenplay",1961
Billy Wilder,male,"Writing, Original Screenplay",1951
Billy Wilder,male,"Writing, Original Screenplay",1952
François Truffaut,male,"Writing, Original Screenplay",1975
François Truffaut,male,"Writing, Original Screenplay",1960
Pietro Germi,male,"Writing, Original Screenplay",1963
Neil Jordan,male,"Writing, Original Screenplay",1993
Michelangelo Antonioni,male,"Writing, Original Screenplay",1967
Melville Shavelson,male,"Writing, Original Screenplay",1959
Melville Shavelson,male,"Writing, Original Screenplay",1956
Michel Gondry,male,"Writing, Original Screenplay",2005
Wes Anderson,male,"Writing, Original Screenplay",2013
Wes Anderson,male,"Writing, Original Screenplay",2002
Wes Anderson,male,"Writing, Original Screenplay",2015
Steven Zaillian,male,"Writing, Original Screenplay",2003
Tom Stoppard,male,"Writing, Original Screenplay",1999
Tom Stoppard,male,"Writing, Original Screenplay",1986
Joss Whedon,male,"Writing, Original Screenplay",1996
Hanif Kureishi,male,"Writing, Original Screenplay",1987
Charles Bennett,male,"Writing, Original Screenplay",1941
Carole Eastman,female,"Writing, Original Screenplay",1971
George Miller,male,"Writing, Original Screenplay",1993
Joe Ranft,male,"Writing, Original Screenplay",1996
Marshall Brickman,male,"Writing, Original Screenplay",1978
Marshall Brickman,male,"Writing, Original Screenplay",1980
Nancy Dowd,female,"Writing, Original Screenplay",1979
Massimo Franciosa,male,"Writing, Original Screenplay",1964
Daniel Petrie,male,"Writing, Original Screenplay",1985
Marcello Pagliero,male,"Writing, Original Screenplay",1950
Tullio Pinelli,male,"Writing, Original Screenplay",1958
Tullio Pinelli,male,"Writing, Original Screenplay",1957
Tullio Pinelli,male,"Writing, Original Screenplay",1964
Tullio Pinelli,male,"Writing, Original Screenplay",1962
Luis Puenzo,male,"Writing, Original Screenplay",1986
Jean-Paul Rappeneau,male,"Writing, Original Screenplay",1965
Ring Lardner,male,"Writing, Original Screenplay",1943
Eric Warren Singer,male,"Writing, Original Screenplay",2014
Franklin Coen,male,"Writing, Original Screenplay",1966
Ralph Wheelwright,male,"Writing, Original Screenplay",1958
Raphael Hayes,male,"Writing, Original Screenplay",1965
Nicolás Giacobone,male,"Writing, Original Screenplay",2015
Alexander Dinelaris Jr.,male,"Writing, Original Screenplay",2015
David E. Lewis,male,"Writing, Original Screenplay",1972
Louis Garfinkle,male,"Writing, Original Screenplay",1979
Don Peters,male,"Writing, Original Screenplay",1967
Giorgio Salvioni,male,"Writing, Original Screenplay",1966
Steven Spielberg,male,Director,1999
Steven Spielberg,male,Director,1978
Michel Hazanavicius,male,Director,2012
Clint Eastwood,male,Director,2007
Clint Eastwood,male,Director,1993
Clint Eastwood,male,Director,2004
Clint Eastwood,male,Director,2005
Jean Renoir,male,Director,1946
William Wyler,male,Director,1942
William Wyler,male,Director,1937
William Wyler,male,Director,1940
William Wyler,male,Director,1943
William Wyler,male,Director,1941
William Wyler,male,Director,1954
William Wyler,male,Director,1950
William Wyler,male,Director,1957
William Wyler,male,Director,1966
William Wyler,male,Director,1960
William Wyler,male,Director,1947
William Wyler,male,Director,1952
Mike Nichols,male,Director,1984
Mike Nichols,male,Director,1967
Mike Nichols,male,Director,1989
Mike Nichols,male,Director,1968
John Huston,male,Director,1953
John Huston,male,Director,1951
John Huston,male,Director,1949
John Huston,male,Director,1952
John Huston,male,Director,1986
Howard Hawks,male,Director,1942
Tony Richardson,male,Director,1964
Fred Zinnemann,male,Director,1967
Fred Zinnemann,male,Director,1978
Fred Zinnemann,male,Director,1954
Fred Zinnemann,male,Director,1953
Fred Zinnemann,male,Director,1961
Fred Zinnemann,male,Director,1960
Fred Zinnemann,male,Director,1949
Elia Kazan,male,Director,1956
Elia Kazan,male,Director,1948
Elia Kazan,male,Director,1955
Elia Kazan,male,Director,1964
Elia Kazan,male,Director,1952
Peter Bogdanovich,male,Director,1972
Jules Dassin,male,Director,1961
Alan Parker,male,Director,1989
Alan Parker,male,Director,1979
Costa-Gavras,male,Director,1970
Stephen Daldry,male,Director,2009
Stephen Daldry,male,Director,2003
Stephen Daldry,male,Director,2001
Paul Haggis,male,Director,2006
Michael Cacoyannis,male,Director,1965
Leo McCarey,male,Director,1938
Leo McCarey,male,Director,1945
Leo McCarey,male,Director,1946
Richard Brooks,male,Director,1967
Richard Brooks,male,Director,1959
Richard Brooks,male,Director,1968
Joshua Logan,male,Director,1956
Joshua Logan,male,Director,1958
Hiroshi Teshigahara,male,Director,1966
Raymond Chandler,male,"Writing, Original Screenplay",1947
Kristen Wiig,female,"Writing, Original Screenplay",2012
Claude Lelouch,male,"Writing, Original Screenplay",1967
Claude Lelouch,male,"Writing, Original Screenplay",1976
Neil Simon,male,"Writing, Original Screenplay",1978
John Guare,male,"Writing, Original Screenplay",1982
Asghar Farhadi,male,"Writing, Original Screenplay",2012
Julian Fellowes,male,"Writing, Original Screenplay",2002
Karl Tunberg,male,"Writing, Original Screenplay",1942
Ben Affleck,male,"Writing, Original Screenplay",1998
Tamara Jenkins,female,"Writing, Original Screenplay",2008
Norman Panama,male,"Writing, Original Screenplay",1955
Norman Panama,male,"Writing, Original Screenplay",1961
Norman Panama,male,"Writing, Original Screenplay",1947
Dustin Lance Black,male,"Writing, Original Screenplay",2009
Mike Mills,male,"Writing, Original Screenplay",2017
Norman Krasna,male,"Writing, Original Screenplay",1944
Norman Krasna,male,"Writing, Original Screenplay",1942
Scott Hicks,male,"Writing, Original Screenplay",1997
Danilo Bach,male,"Writing, Original Screenplay",1985
Diego Fabbri,male,"Writing, Original Screenplay",1962
Edmund H. North,male,"Writing, Original Screenplay",1971
Howard E. Koch,male,"Writing, Original Screenplay",1942
Willard Huyck,male,"Writing, Original Screenplay",1974
J. C. Chandor,male,"Writing, Original Screenplay",2012
Jeremy Larner,male,"Writing, Original Screenplay",1973
Jim Reardon,male,"Writing, Original Screenplay",2009
Alice Arlen,female,"Writing, Original Screenplay",1984
Mike Gray,male,"Writing, Original Screenplay",1980
William Kelley,male,"Writing, Original Screenplay",1986
Christopher Gore,male,"Writing, Original Screenplay",1981
Herman Raucher,male,"Writing, Original Screenplay",1972
Marcel Moussy,male,"Writing, Original Screenplay",1960
Valentin Ezhov,male,"Writing, Original Screenplay",1962
Franco Solinas,male,"Writing, Original Screenplay",1969
Arthur A. Ross,male,"Writing, Original Screenplay",1981
Clarence Greene,male,"Writing, Original Screenplay",1960
Clarence Greene,male,"Writing, Original Screenplay",1952
Josh Singer,male,"Writing, Original Screenplay",2016
Janice Loeb,female,"Writing, Original Screenplay",1950
Harold Jack Bloom,male,"Writing, Original Screenplay",1954
Bob Nelson,male,"Writing, Original Screenplay",2014
Robert Lewin,male,"Writing, Original Screenplay",1957
Steve Gordon,male,"Writing, Original Screenplay",1982
Quinn Redeker,male,"Writing, Original Screenplay",1979
Damien Chazelle,male,"Writing, Original Screenplay",2017
Meg LeFauve,female,"Writing, Original Screenplay",2016
Andy Lewis,male,"Writing, Original Screenplay",1972
Roy N. Sickner,male,"Writing, Original Screenplay",1970
Quentin Tarantino,male,Director,2010
Quentin Tarantino,male,Director,1995
Alfred Hitchcock,male,Director,1941
Alfred Hitchcock,male,Director,1955
Alfred Hitchcock,male,Director,1961
Alfred Hitchcock,male,Director,1945
Alfred Hitchcock,male,Director,1946
Kevin Costner,male,Director,1991
Gus Van Sant,male,Director,2009
Gus Van Sant,male,Director,1998
Christopher Nolan,male,Director,2018
Kathryn Bigelow,female,Director,2010
Mel Gibson,male,Director,1996
Mel Gibson,male,Director,2017
M. Night Shyamalan,male,Director,2000
Franklin J. Schaffner,male,Director,1971
Sydney Pollack,male,Director,1983
Sydney Pollack,male,Director,1970
Sydney Pollack,male,Director,1986
Ernst Lubitsch,male,Director,1944
Alejandro González Iñárritu,male,Director,2007
Alejandro González Iñárritu,male,Director,2015
Alejandro González Iñárritu,male,Director,2016
William Dieterle,male,Director,1938
Jim Sheridan,male,Director,1990
Jim Sheridan,male,Director,1994
Robert Benton,male,Director,1985
Robert Benton,male,Director,1980
Robert Redford,male,Director,1981
Robert Redford,male,Director,1995
Chris Noonan,male,Director,1996
Sofia Coppola,female,Director,2004
Guillermo del Toro,male,Director,2018
Walter Lang,male,Director,1957
Jean Negulesco,male,Director,1949
William A. Wellman,male,Director,1938
William A. Wellman,male,Director,1950
William A. Wellman,male,Director,1955
Roland Joffé,male,Director,1985
Roland Joffé,male,Director,1987
Tony Gilroy,male,Director,2008
John Sturges,male,Director,1956
Denis Villeneuve,male,Director,2017
Steve McQueen,male,Director,2014
Charles Crichton,male,Director,1989
Irving Cummings,male,Director,1930
Alexander Hall,male,Director,1942
Lenny Abrahamson,male,Director,2016
Ingmar Bergman,male,Director,1984
Ingmar Bergman,male,Director,1974
Ingmar Bergman,male,Director,1977
Orson Welles,male,Director,1942
Martin Scorsese,male,Director,2012
Martin Scorsese,male,Director,2007
Martin Scorsese,male,Director,2005
Martin Scorsese,male,Director,2003
Martin Scorsese,male,Director,1981
Martin Scorsese,male,Director,1991
Martin Scorsese,male,Director,1989
Martin Scorsese,male,Director,2014
George Stevens,male,Director,1944
George Stevens,male,Director,1954
George Stevens,male,Director,1957
George Stevens,male,Director,1960
George Stevens,male,Director,1952
Alan J. Pakula,male,Director,1977
Robert Altman,male,Director,1993
Robert Altman,male,Director,1976
Robert Altman,male,Director,2002
Robert Altman,male,Director,1971
Robert Altman,male,Director,1994
Warren Beatty,male,Director,1982
Warren Beatty,male,Director,1979
Steven Soderbergh,male,Director,2001
Steven Soderbergh,male,Director,2001
Danny Boyle,male,Director,2009
Peter Jackson,male,Director,2004
Peter Jackson,male,Director,2002
Akira Kurosawa,male,Director,1986
Steven Spielberg,male,Director,1982
Steven Spielberg,male,Director,1983
Steven Spielberg,male,Director,2013
Steven Spielberg,male,Director,2006
Steven Spielberg,male,Director,1994
Francis Ford Coppola,male,Director,1980
Francis Ford Coppola,male,Director,1991
Francis Ford Coppola,male,Director,1973
Wolfgang Petersen,male,Director,1983
Josef von Sternberg,male,Director,1931
Josef von Sternberg,male,Director,1932
Michael Haneke,male,Director,2013
Ron Howard,male,Director,2009
Ron Howard,male,Director,2002
Spike Jonze,male,Director,2000
Gregory La Cava,male,Director,1937
Gregory La Cava,male,Director,1938
Delbert Mann,male,Director,1956
Édouard Molinaro,male,Director,1980
George Seaton,male,Director,1955
David O. Russell,male,Director,2011
David O. Russell,male,Director,2013
David O. Russell,male,Director,2014
John Singleton,male,Director,1992
Michael Anderson,male,Director,1957
Robert Stevenson,male,Director,1965
Mark Rydell,male,Director,1982
Frank Perry,male,Director,1963
Peter Glenville,male,Director,1965
Joel Coen,male,Director,2011
Joel Coen,male,Director,2008
Joel Coen,male,Director,1997
Ethan Coen,male,Director,2011
Ethan Coen,male,Director,2008
Barry Jenkins,male,Director,2017
King Vidor,male,Director,1939
King Vidor,male,Director,1932
King Vidor,male,Director,1957
Vincente Minnelli,male,Director,1959
Vincente Minnelli,male,Director,1952
Billy Wilder,male,Director,1954
Billy Wilder,male,Director,1955
Billy Wilder,male,Director,1958
Billy Wilder,male,Director,1961
Billy Wilder,male,Director,1951
Billy Wilder,male,Director,1945
Billy Wilder,male,Director,1960
Billy Wilder,male,Director,1946
François Truffaut,male,Director,1975
Pietro Germi,male,Director,1963
Stephen Frears,male,Director,2007
Stephen Frears,male,Director,1991
Neil Jordan,male,Director,1993
Michelangelo Antonioni,male,Director,1967
Ridley Scott,male,Director,2002
Ridley Scott,male,Director,1992
Robert Wise,male,Director,1959
Robert Wise,male,Director,1966
Robert Wise,male,Director,1962
Henry Koster,male,Director,1948
Victor Fleming,male,Director,1940
Edward Dmytryk,male,Director,1948
Tim Robbins,male,Director,1996
Anatole Litvak,male,Director,1949
Wes Anderson,male,Director,2015
Alexander Payne,male,Director,2012
Alexander Payne,male,Director,2005
Alexander Payne,male,Director,2014
Peter Yates,male,Director,1984
Peter Yates,male,Director,1980
Jerome Robbins,male,Director,1962
Hal Ashby,male,Director,1979
Martin Brest,male,Director,1993
George Miller,male,Director,2016
Arthur Hiller,male,Director,1971
Henry Hathaway,male,Director,1936
Sam Wood,male,Director,1940
Sam Wood,male,Director,1943
Sam Wood,male,Director,1941
Héctor Babenco,male,Director,1986
Mike Figgis,male,Director,1996
Bennett Miller,male,Director,2006
Bennett Miller,male,Director,2015
Stanley Kubrick,male,Director,1972
Stanley Kubrick,male,Director,1976
Stanley Kubrick,male,Director,1969
Stanley Kubrick,male,Director,1965
Frank Lloyd,male,Director,1936
Frank Lloyd,male,Director,1930
Frank Lloyd,male,Director,1930
Frank Lloyd,male,Director,1930
Frank Lloyd,male,Director,1934
Richard Linklater,male,Director,2015
James Cameron,male,Director,2010
James Cameron,male,Director,1998
Jonathan Demme,male,Director,1992
Robert Siodmak,male,Director,1947
Richard Attenborough,male,Director,1983
John Madden,male,Director,1999
Roman Polanski,male,Director,1975
Roman Polanski,male,Director,2003
Roman Polanski,male,Director,1981
William Friedkin,male,Director,1972
William Friedkin,male,Director,1974
Krzysztof Kieślowski,male,Director,1995
Louis Malle,male,Director,1982
Francis Ford Coppola,male,Director,1975
John G. Avildsen,male,Director,1977
Barry Levinson,male,Director,1992
Barry Levinson,male,Director,1989
Tom Hooper,male,Director,2011
Bob Fosse,male,Director,1975
Bob Fosse,male,Director,1980
Bob Fosse,male,Director,1973
Jason Reitman,male,Director,2010
Jason Reitman,male,Director,2008
Frank Borzage,male,Director,1932
Adrian Lyne,male,Director,1988
Robert Mulligan,male,Director,1963
Hugh Hudson,male,Director,1982
Taylor Hackford,male,Director,2005
Herbert Ross,male,Director,1978
Kenneth Lonergan,male,Director,2017
Wesley Ruggles,male,Director,1931
Peter Cattaneo,male,Director,1998
Federico Fellini,male,Director,1976
Federico Fellini,male,Director,1964
Federico Fellini,male,Director,1962
Federico Fellini,male,Director,1971
Roberto Benigni,male,Director,1999
Paul Thomas Anderson,male,Director,2008
Paul Thomas Anderson,male,Director,2018
Mark Robson,male,Director,1959
Mark Robson,male,Director,1958
Arthur Penn,male,Director,1970
Arthur Penn,male,Director,1963
Arthur Penn,male,Director,1968
John Cassavetes,male,Director,1975
Sidney Lumet,male,Director,1983
Sidney Lumet,male,Director,1976
Sidney Lumet,male,Director,1977
Sidney Lumet,male,Director,1958
George Roy Hill,male,Director,1970
George Roy Hill,male,Director,1974
James Ivory,male,Director,1993
James Ivory,male,Director,1987
James Ivory,male,Director,1994
Otto Preminger,male,Director,1964
Otto Preminger,male,Director,1945
Lina Wertmüller,female,Director,1977
Ken Russell,male,Director,1971
John Schlesinger,male,Director,1970
John Schlesinger,male,Director,1972
John Schlesinger,male,Director,1966
Peter Weir,male,Director,1999
Peter Weir,male,Director,2004
Peter Weir,male,Director,1990
Peter Weir,male,Director,1986
George Cukor,male,Director,1948
George Cukor,male,Director,1941
George Cukor,male,Director,1934
George Cukor,male,Director,1951
George Cukor,male,Director,1965
Michael Cimino,male,Director,1979
